	tweets	isRoadIncident
1477	Construction on #MeadowbrookStateParkway SB from Exit M4 - NY West; Hempstead Turnpike to Exit M5 - NY ...	1.0
1478	"Two things that give me pleasure - the company of a gentleman &amp; traveling. Updated travel calendar.
#Columbia #Charlotte #LasVegas #DC"	0.0
1479	Art of Living's fights back over Yamuna floodplain damage	0.0
1480	appeasement of none is the policy of my govt	0.0
1481	WATER AND DEBRIS ON THE ROAD on highway - KIOWA JUNCTION TO STARR SCHOOL ROAD JUNCTION AT CUT BANK CREEK from m ... 	1.0
1482	funds for poor students dry up.	0.0
1483	Sunanda K Datta-Ray on why political ethos must be faulted for the racist attacks on students.	0.0
1484	#OneWTC gets a new antenna! See which station will be broadcasting from new heights in  	0.0
1485	Accident: NB on highway (Boydton Plank Rd) in Dinwiddie Co. No lanes closed.:54PM	1.0
1486	tete-a-tete with a former president	0.0
1487	Accident @ MP on highway WB after highway/highway. Expect a single lane closure. 	1.0
1488	Update: Advisory: Fog: EB on highway at MM99 in Augusta Co. No lanes closed.:46PM	1.0
1489	Updated: Crash in Seminole on highway east at Exit highway- and traffic backed up until MM 101AB - SR-/CR-46A,...	1.0
1490	Transparency in Looking for India's ranking? Start at the bottom.	0.0
1491	BASF “Advanced materials, safety training &amp; innovation - just as important to China as the financial imp… 	0.0
1492	"Out West: earthquakes/wildfires
Down south: hurricanes 
Middle America: tornados 

I think I'll stick with the snow and cold in New England"	0.0
1493	Disabled vehicle, caution in #Lakewood on highway EB at Mckinley Ave, slow traffic back to Hilliard Blvd, delay of min #traffic	1.0
1494	Cleared: Incident on #EssexLine at Summit and Maplewood train stations	1.0
1495	UPDATE: Police are shutting down Buena Vista and Vanowen to all traffic for the investigation - use Hollywood Way for North/South access	1.0
1496	GDOTWestTraffic: CLEARED: Disabled Veh; highway SB, Rumble Road CR , Monroe Co..| :33A	1.0
1497	By-polls: retains Kanthi Dakshin	0.0
1498	 Idk why but I just got really worried for a sec	0.0
1499	Updated: Incident on #I95N NB at Exit (DORAN AVE) 	1.0
